name	net_charge	identifier	smiles	value	branching_ratio	experimental_or_predicted	temperature	doi	url	remark
Deisopropylatrazine	0	deisopropylatrazine_0_1	CCNc1nc(N)nc(Cl)n1							
Deisopropylatrazine	-1	deisopropylatrazine_-1_1	CC[N-]c1nc(N)nc(Cl)n1							
Deisopropylatrazine	-1	deisopropylatrazine_-1_2	CCNc1nc([NH-])nc(Cl)n1	100						
										
Diatrizoic acid	0	diatrizoicacid_0_1	CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I							
Diatrizoic acid	-1	diatrizoicacid_-1_1	CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C([O-])=O)c1I							
Diatrizoic acid	-2	diatrizoicacid_-2_1	CC(=O)Nc1c(I)c([N-]C(C)=O)c(I)c(C([O-])=O)c1I							
Diatrizoic acid	-3	diatrizoicacid_-3_1	CC(=O)[N-]c1c(I)c([N-]C(C)=O)c(I)c(C([O-])=O)c1I	100						
										
Dinoterb	0	dinoterb_0_1	CC(C)(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O							
Dinoterb	-1	dinoterb_-1_1	CC(C)(C)c1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O	100						
										
Dinitro-ortho-cresol	0	dinitro-ortho-cresol_0_1	Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O							
Dinitro-ortho-cresol	-1	dinitro-ortho-cresol_-1_1	Cc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O	100						
										
Chlorotoluron	0	chlorotoluron_0_1	CN(C)C(=O)Nc1ccc(C)c(Cl)c1							
Chlorotoluron	-1	chlorotoluron_-1_1	CN(C)C(=O)[N-]c1ccc(C)c(Cl)c1	100						
										
Terbutylazine	1	terbutylazine_1_3	CCNc1nc(Cl)nc(NC(C)(C)C)[nH+]1							
Terbutylazine	1	terbutylazine_1_1	CCNc1nc(Cl)[nH+]c(NC(C)(C)C)n1							
Terbutylazine	1	terbutylazine_1_2	CCNc1nc(NC(C)(C)C)nc(Cl)[nH+]1							
Terbutylazine	0	terbutylazine_0_1	CCNc1nc(Cl)nc(NC(C)(C)C)n1							
Terbutylazine	-1	terbutylazine_-1_2	CC[N-]c1nc(Cl)nc(NC(C)(C)C)n1							
Terbutylazine	-1	terbutylazine_-1_1	CCNc1nc(Cl)nc([N-]C(C)(C)C)n1							
Terbutylazine	-2	terbutylazine_-2_1	CC[N-]c1nc(Cl)nc([N-]C(C)(C)C)n1	100						
										
Azinphos-methyl	0	azinphos-methyl_0_1	COP(=S)(OC)SCn1nnc2ccccc2c1=O	100						
										
Captan	0	captan_0_1	ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O	100						
										
Fenthion	0	fenthion_0_1	COP(=S)(OC)Oc1ccc(SC)c(C)c1	100						
										
Metolachlor	0	metolachlor_0_1	CCc1cccc(C)c1N(C(C)COC)C(=O)CCl							
Metolachlor	-1	metolachlor_-1_1	CCc1cccc(C)c1N(C(C)COC)C(=O)[CH-]Cl	100						
										
Molinate	0	molinate_0_1	CCSC(=O)N1CCCCCC1	100						
										
Permethrin	0	permethrin_0_1	CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	100						
										
Profenofos	0	profenofos_0_1	CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl	100						
										
Tebuconazole	1	tebuconazole_1_1	CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cnc[nH+]1							
Tebuconazole	1	tebuconazole_1_2	CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1c[nH+]cn1							
Tebuconazole	0	tebuconazole_0_1	CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1							
Tebuconazole	-1	tebuconazole_-1_1	CC(C)(C)C([O-])(CCc1ccc(Cl)cc1)Cn1cncn1	100						
										
Tebufenozide	0	tebufenozide_0_1	CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C							
Tebufenozide	-1	tebufenozide_-1_1	CCc1ccc(cc1)C(=O)[N-]N(C(=O)c1cc(C)cc(C)c1)C(C)(C)C	100						
										
Thiobencarb	0	thiobencarb_0_1	CCN(CC)C(=O)SCc1ccc(Cl)cc1	100						
										
Tolclofos-methyl	0	tolclofos-methyl_0_1	COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl	100						
										
Triadimefon	1	triadimefon_1_1	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cnc[nH+]1							
Triadimefon	1	triadimefon_1_2	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1c[nH+]cn1							
Triadimefon	0	triadimefon_0_1	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1	100						
										
Vinclozolin	0	vinclozolin_0_1	CC1(OC(=O)N(C1=O)c1cc(Cl)cc(Cl)c1)C=C	100						
										
3-Hydroxycarbofuran	0	3-hydroxycarbofuran_0_1	CNC(=O)Oc1cccc2C(O)C(C)(C)Oc12							
3-Hydroxycarbofuran	-1	3-hydroxycarbofuran_-1_1	CNC(=O)Oc1cccc2C([O-])C(C)(C)Oc12							
3-Hydroxycarbofuran	-1	3-hydroxycarbofuran_-1_2	C[N-]C(=O)Oc1cccc2C(O)C(C)(C)Oc12							
3-Hydroxycarbofuran	-2	3-hydroxycarbofuran_-2_1	C[N-]C(=O)Oc1cccc2C([O-])C(C)(C)Oc12	100						
										
Acetochlor	0	acetochlor_0_1	CCOCN(C(=O)CCl)c1c(C)cccc1CC							
Acetochlor	-1	acetochlor_-1_1	CCOCN(C(=O)[CH-]Cl)c1c(C)cccc1CC	100						
										
Acetochlor ethanesulfonic acid	0	acetochlorethanesulfonicacid_0_1	CCOCN(C(=O)CS(O)(=O)=O)c1c(C)cccc1CC							
Acetochlor ethanesulfonic acid	-1	acetochlorethanesulfonicacid_-1_1	CCOCN(C(=O)CS([O-])(=O)=O)c1c(C)cccc1CC							
Acetochlor ethanesulfonic acid	-2	acetochlorethanesulfonicacid_-2_1	CCOCN(C(=O)[CH-]S([O-])(=O)=O)c1c(C)cccc1CC	100						
										
Acetochlor oxanilic acid	0	acetochloroxanilicacid_0_1	CCOCN(C(=O)C(O)=O)c1c(C)cccc1CC							
Acetochlor oxanilic acid	-1	acetochloroxanilicacid_-1_1	CCOCN(C(=O)C([O-])=O)c1c(C)cccc1CC	100						
										
Acrolein	0	acrolein_0_1	C=CC=O	100						
										
Alachlor ethanesulfonic acid	0	alachlorethanesulfonicacid_0_1	CCc1cccc(CC)c1N(COC)C(=O)CS(O)(=O)=O							
Alachlor ethanesulfonic acid	-1	alachlorethanesulfonicacid_-1_1	CCc1cccc(CC)c1N(COC)C(=O)CS([O-])(=O)=O							
Alachlor ethanesulfonic acid	-2	alachlorethanesulfonicacid_-2_1	CCc1cccc(CC)c1N(COC)C(=O)[CH-]S([O-])(=O)=O	100						
										
Alachlor oxanilic acid	0	alachloroxanilicacid_0_1	CCc1cccc(CC)c1N(COC)C(=O)C(O)=O							
Alachlor oxanilic acid	-1	alachloroxanilicacid_-1_1	CCc1cccc(CC)c1N(COC)C(=O)C([O-])=O	100						
										
Aniline	1	aniline_1_1	[NH3+]c1ccccc1							
Aniline	0	aniline_0_1	Nc1ccccc1	100						
										
Bensulide	0	bensulide_0_1	CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1							
Bensulide	-1	bensulide_-1_1	CC(C)OP(=S)(OC(C)C)SCC[N-]S(=O)(=O)c1ccccc1	100						
										
Clethodim	1	clethodim_1_1	CCSC(C)CC1CC(O)=C(C(CC)=[NH+]OCC=CCl)C(=O)C1							
Clethodim	0	clethodim_0_1	CCSC(C)CC1CC(O)=C(C(CC)=NOCC=CCl)C(=O)C1							
Clethodim	-1	clethodim_-1_1	CCSC(C)CC1CC([O-])=C(C(CC)=NOCC=CCl)C(=O)C1	100						
										
Cumene hydroperoxide	0	cumenehydroperoxide_0_1	CC(C)(OO)c1ccccc1							
Cumene hydroperoxide	-1	cumenehydroperoxide_-1_1	CC(C)(O[O-])c1ccccc1	100						
										
Dicrotophos	1	dicrotophos_1_1	COP(=O)(OC)OC(C)=CC(=[OH+])N(C)C							
Dicrotophos	0	dicrotophos_0_1	COP(=O)(OC)OC(C)=CC(=O)N(C)C	100						
										
Dimethipin	0	dimethipin_0_1	CC1=C(C)S(=O)(=O)CCS1(=O)=O	100						
										
S-Ethyl dipropylthiocarbamate	0	s-ethyldipropylthiocarbamate_0_1	CCCN(CCC)C(=O)SCC	100						
										
Equilenin	0	equilenin_0_1	CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O							
Equilenin	-1	equilenin_-1_1	CC12CCc3c(ccc4cc([O-])ccc34)C1CCC2=O	100						
										
Ethoprop	0	ethoprop_0_1	CCCSP(=O)(OCC)SCCC	100						
										
Linuron	0	linuron_0_1	CON(C)C([O-])=[NH+]c1ccc(Cl)c(Cl)c1							
Linuron	-1	linuron_-1_1	CON(C)C([O-])=Nc1ccc(Cl)c(Cl)c1	100						
										
Methamidophos	0	methamidophos_0_1	COP(N)(=O)SC							
Methamidophos	-1	methamidophos_-1_1	COP([NH-])(=O)SC	100						
										
Metolachlor ethanesulfonic acid	0	metolachlorethanesulfonicacid_0_1	CCc1cccc(C)c1N(C(C)COC)C(=O)CS(O)(=O)=O							
Metolachlor ethanesulfonic acid	-1	metolachlorethanesulfonicacid_-1_1	CCc1cccc(C)c1N(C(C)COC)C(=O)CS([O-])(=O)=O							
Metolachlor ethanesulfonic acid	-2	metolachlorethanesulfonicacid_-2_1	CCc1cccc(C)c1N(C(C)COC)C(=O)[CH-]S([O-])(=O)=O	100						
										
Metolachlor oxanilic acid	0	metolachloroxanilicacid_0_1	CCc1cccc(C)c1N(C(C)COC)C(=O)C(O)=O							
Metolachlor oxanilic acid	-1	metolachloroxanilicacid_-1_1	CCc1cccc(C)c1N(C(C)COC)C(=O)C([O-])=O	100						
										
Oxyfluorfen	0	oxyfluorfen_0_1	CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O	100						
										
Terbufos sulfone	0	terbufossulfone_0_1	CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C	100						
										
Thiodicarb	2	thiodicarb_2_1	CSC(C)=[NH+]OC(=O)N(C)SN(C)C(=O)O[NH+]=C(C)SC							
Thiodicarb	1	thiodicarb_1_1	CSC(C)=NOC(=O)N(C)SN(C)C(=O)O[NH+]=C(C)SC							
Thiodicarb	0	thiodicarb_0_1	CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC	100						
										
1,2,3-Triazine	0	1,2,3-triazine_0_1	c1cnnnc1	100						
										
Tribufos	0	tribufos_0_1	CCCCSP(=O)(SCCCC)SCCCC	100						
										
2,2',4,4',5,5'-Hexabromodiphenylether	0	2,2',4,4',5,5'-hexabromodiphenylether_0_1	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br	100						
										
2,2',4,4',5,6'-Hexabromodiphenylether	0	2,2',4,4',5,6'-hexabromodiphenylether_0_1	Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1	100						
										
2,2',4,4',5-Pentabromodiphenylether	0	2,2',4,4',5-pentabromodiphenylether_0_1	Brc1ccc(Oc2c(Br)cc(Br)cc2Br)c(Br)c1	100						
										
2,2',4,4',6-Pentabromodiphenylether	0	2,2',4,4',6-pentabromodiphenylether_0_1	Oc1c(Br)c(Br)cc(Br)c1Oc1ccc(Br)cc1Br							
2,2',4,4',6-Pentabromodiphenylether	-1	2,2',4,4',6-pentabromodiphenylether_-1_1	[O-]c1c(Br)c(Br)cc(Br)c1Oc1ccc(Br)cc1Br	100						
										
2,2',4,4'-Tetrabromodiphenylether	0	2,2',4,4'-tetrabromodiphenylether_0_1	Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1	100						
										
2,2,4'-Tribromodiphenylether	0	2,2,4'-tribromodiphenylether_0_1	Brc1ccc(Oc2ccc(Br)cc2Br)cc1	100						
										
2,4,5-Trichlorophenoxyaceticacid	0	2,4,5-trichlorophenoxyaceticacid_0_1	OC(=O)COc1cc(Cl)c(Cl)cc1Cl							
2,4,5-Trichlorophenoxyaceticacid	-1	2,4,5-trichlorophenoxyaceticacid_-1_1	[O-]C(=O)COc1cc(Cl)c(Cl)cc1Cl	100						
										
Ethofumesate	0	ethofumesate_0_1	CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C	100						
										
Galaxolide	0	galaxolide_0_1	CC1C(C)(C)c2cc3CCOC(C)c3cc2C1(C)C	100						
										
Iso-Chloridazon	0	iso-chloridazon_0_1	Nc1c(Cl)cnn(-c2ccccc2)c1=O	100						
										
Isodrin	1	isodrin_1_1	C[NH2+]C(C)Cc1ccc(O)cc1							
Isodrin	0	isodrin_0_1	CNC(C)Cc1ccc(O)cc1							
Isodrin	0	isodrin_0_2	C[NH2+]C(C)Cc1ccc([O-])cc1							
Isodrin	-1	isodrin_-1_1	CNC(C)Cc1ccc([O-])cc1	100						
										
Metabenzthiazuron	1	metabenzthiazuron_1_1	CNC(=O)N(C)c1[nH+]c2ccccc2s1							
Metabenzthiazuron	0	metabenzthiazuron_0_1	CNC(=O)N(C)c1nc2ccccc2s1							
Metabenzthiazuron	-1	metabenzthiazuron_-1_1	C[N-]C(=O)N(C)c1nc2ccccc2s1	100						
										
Metazachlor	1	metazachlor_1_1	Cc1cccc(C)c1N(Cn1ccc[nH+]1)C(=O)CCl							
Metazachlor	0	metazachlor_0_1	Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl							
Metazachlor	-1	metazachlor_-1_1	Cc1cccc(C)c1N(Cn1cccn1)C(=O)[CH-]Cl	100						
										
Metoxuron	0	metoxuron_0_1	COc1ccc(NC(=O)N(C)C)cc1Cl							
Metoxuron	-1	metoxuron_-1_1	COc1ccc([N-]C(=O)N(C)C)cc1Cl	100						
										
Mevinfos	0	mevinfos_0_1	COC(=O)C=C(C)OP(=O)(OC)OC	100						
										
Monolinuron	0	monolinuron_0_1	CON(C)C(=O)Nc1ccc(Cl)cc1							
Monolinuron	-1	monolinuron_-1_1	CON(C)C(=O)[N-]c1ccc(Cl)cc1	100						
										
Musk xylene	0	muskxylene_0_1	Cc1c(c(C)c(c(c1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O	100						
										
Pentachlorobenzene	0	pentachlorobenzene_0_1	Clc1cc(Cl)c(Cl)c(Cl)c1Cl	100						
										
2,4'-Dichlorodiphenyldichloroethylene	0	2,4'-dichlorodiphenyldichloroethylene_0_1	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl	100						
										
2,4'-Dichlorodiphenyltrichloroethane	0	2,4'-dichlorodiphenyltrichloroethane_0_1	Clc1ccc(cc1)C(c1ccccc1Cl)C(Cl)(Cl)Cl	100						
										
4,4'-Dichlorodiphenyldichloroethane	0	4,4'-dichlorodiphenyldichloroethane_0_1	ClC(Cl)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	100						
										
4,4'-Dichlorodiphenyldichloroethylene	0	4,4'-dichlorodiphenyldichloroethylene_0_1	ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	100						
										
4,4'-Dichlorodiphenyltrichloroethane	0	4,4'-dichlorodiphenyltrichloroethane_0_1	Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl	100						
										
Beta-Endosulfan	0	beta-endosulfan_0_1	ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl	100						
										
Beta-hexachlorocyclohexane	0	beta-hexachlorocyclohexane_0_1	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl	100						
										
Pyrazofos	1	pyrazofos_1_1	CCCC1COC(Cn2cnc[nH+]2)(O1)c1ccc(Cl)cc1Cl							
Pyrazofos	1	pyrazofos_1_2	CCCC1COC(Cn2c[nH+]cn2)(O1)c1ccc(Cl)cc1Cl							
Pyrazofos	0	pyrazofos_0_1	CCCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl	100						
										
Escitalopram	1	escitalopram_1_1	C[NH+](C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1							
Escitalopram	0	escitalopram_0_1	CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1	100						
										
Oxadiazon	0	oxadiazon_0_1	CC(C)Oc1cc(c(Cl)cc1Cl)-n1nc(oc1=O)C(C)(C)C	100						
										
Methiocarb	0	methiocarb_0_1	CNC(=O)Oc1cc(C)c(SC)c(C)c1							
Methiocarb	-1	methiocarb_-1_1	C[N-]C(=O)Oc1cc(C)c(SC)c(C)c1	100						
										
Tri-allate	0	tri-allate_0_1	CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl	100						
										
Imidacloprid	1	imidacloprid_1_1	[O-][N+](=O)[N-]C1=[NH+]CCN1Cc1ccc(Cl)[nH+]c1							
Imidacloprid	0	imidacloprid_0_1	[O-][N+](=O)[N-]C1=[NH+]CCN1Cc1ccc(Cl)nc1							
Imidacloprid	-1	imidacloprid_-1_1	[O-][N+](=O)[N-]C1=NCCN1Cc1ccc(Cl)nc1	100						
										
Thiacloprid	2	thiacloprid_2_1	Clc1ccc(CN2CCSC2=[NH+]C#N)c[nH+]1							
Thiacloprid	1	thiacloprid_1_1	Clc1ccc(CN2CCSC2=[NH+]C#N)cn1							
Thiacloprid	1	thiacloprid_1_2	Clc1ccc(CN2CCSC2=NC#N)c[nH+]1							
Thiacloprid	0	thiacloprid_0_1	Clc1ccc(CN2CCSC2=NC#N)cn1	100						
										
Thiamethoxam	1	thiamethoxam_1_1	CN1COCN(Cc2c[nH+]c(Cl)s2)C1=N[N+]([O-])=O							
Thiamethoxam	0	thiamethoxam_0_1	CN1COCN(Cc2cnc(Cl)s2)C1=N[N+]([O-])=O	100						
										
Clothianidin	2	clothianidin_2_1	C[NH+]=C(NCc1c[nH+]c(Cl)s1)N[N+]([O-])=O							
Clothianidin	1	clothianidin_1_1	C[NH+]=C(NCc1cnc(Cl)s1)N[N+]([O-])=O							
Clothianidin	0	clothianidin_0_1	CN=C(NCc1cnc(Cl)s1)N[N+]([O-])=O							
Clothianidin	0	clothianidin_0_2	C[NH+]=C(NCc1cnc(Cl)s1)[N-][N+]([O-])=O							
Clothianidin	-1	clothianidin_-1_1	CN=C(NCc1cnc(Cl)s1)[N-][N+]([O-])=O	100						
										
Acetamiprid	2	acetamiprid_2_1	CN(Cc1ccc(Cl)[nH+]c1)C(C)=[NH+]C#N							
Acetamiprid	1	acetamiprid_1_1	CN(Cc1ccc(Cl)nc1)C(C)=[NH+]C#N							
Acetamiprid	0	acetamiprid_0_1	CN(Cc1ccc(Cl)nc1)C(C)=NC#N	100						
										
Dichlofluanid	1	dichlofluanid_1_1	CN(C)S(=O)(=O)[NH+](SC(F)(Cl)Cl)c1ccccc1							
Dichlofluanid	0	dichlofluanid_0_1	CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1	100						
										
Azithromycin	2	azithromycin_2_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C1(C)O							
Azithromycin	1	azithromycin_1_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C1(C)O							
Azithromycin	1	azithromycin_1_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	1	azithromycin_1_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])[NH+](C)C)C(C)(O)CC(C)C[NH+](C)C(C)C(O)C1(C)O							
Azithromycin	0	azithromycin_0_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C[NH+](C)C(C)C([O-])C1(C)O							
Azithromycin	0	azithromycin_0_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	0	azithromycin_0_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])[NH+](C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-1	azithromycin_-1_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-1	azithromycin_-1_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-1	azithromycin_-1_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-1	azithromycin_-1_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-1	azithromycin_-1_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-2	azithromycin_-2_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-2	azithromycin_-2_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-2	azithromycin_-2_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-2	azithromycin_-2_6	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-2	azithromycin_-2_8	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-2	azithromycin_-2_9	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-2	azithromycin_-2_10	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-2	azithromycin_-2_7	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-2	azithromycin_-2_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-2	azithromycin_-2_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-3	azithromycin_-3_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)O							
Azithromycin	-3	azithromycin_-3_6	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-3	azithromycin_-3_7	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-3	azithromycin_-3_8	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-3	azithromycin_-3_9	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-3	azithromycin_-3_10	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-3	azithromycin_-3_4	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)O							
Azithromycin	-3	azithromycin_-3_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-3	azithromycin_-3_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-3	azithromycin_-3_3	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)[O-]							
Azithromycin	-4	azithromycin_-4_5	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)([O-])CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-4	azithromycin_-4_1	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)(O)CC(C)CN(C)C(C)C([O-])C1(C)[O-]							
Azithromycin	-4	azithromycin_-4_2	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C([O-])C(C)O2)C(C)C(OC2OC(C)CC(C2[O-])N(C)C)C(C)([O-])CC(C)CN(C)C(C)C(O)C1(C)[O-]							
